RO,GRC,Constituency,Road,Block,Level,Unit,Postal,Label,eWeek,Job Type,Submitted Date,Submitted Time,Num Samples,Trap Status,Reason,Remark,Name of Officer,Last Lining Replaced Date Time,M.Ae.aegypti,F.Ae.aegypti,M.Ae.albopictus,F.Ae.albopictus,M.Ae.malayensis,F.Ae.malayensis,M.Ae.species,F.Ae.species,M.Cx.quinquefasciatus,F.Cx.quinquefasciatus,M.Cx.species,F.Cx.species,Other.mosquitoes,Chironomid,Other.insects,Total.samples,Total.specimens,ID.Comment,Special Note
,,,,,,,,1,,,20210517,102753,,,,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210517,102805,,,,-1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210517,114838,,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210517,114930,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210517,121021,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210517,121822,,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210517,222415,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210617,035558,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210617,035614,,,,-1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210518,010921,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210518,010929,,,,-1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210518,071801,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210518,080300,,,,-1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210518,090621,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210518,090739,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210518,115437,,,,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210518,133357,,,,-1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,063419,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,064648,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,064649,,,,-1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,064942,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,064955,,,,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,130013,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,143249,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,150122,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,154000,,,,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,154025,,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,154052,,,,-1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,154714,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,154727,,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,154731,,,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,154909,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,161904,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,161943,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,162103,,,,-1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,162212,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,162213,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,163906,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,164436,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,164440,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,164444,,,,-1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,171631,,,,-1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,173422,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,173424,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,173426,,,,-1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,173429,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,173530,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,173543,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,173553,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,173611,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,173618,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,173644,,,,-1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,183516,,,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,183740,,,,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,183954,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,184914,,,,-1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,185743,,,,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,185749,,,,-1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,190037,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,191056,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,191103,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,192549,,,,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,193205,,,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,193421,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,193543,,,,-1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,193554,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210519,193557,,,,-1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210420,221531,,,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,005206,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,005211,,,,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,005215,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,005623,,,,-1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,014111,,,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,030117,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,034252,,,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,070835,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,073458,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,073502,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,073505,,,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,075345,,,,-1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,102739,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,102940,,,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,130021,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,161725,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,161803,,,,-1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210520,191131,,,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210421,071514,,,,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210421,194153,,,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210521,024413,,,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210521,024416,,,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210521,065440,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210521,095140,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210521,153907,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210521,153959,,,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210422,091138,,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210522,115822,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210522,115831,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210522,125312,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210523,165101,,,,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210523,165110,,,,-1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210523,165128,,,,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210524,082423,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210524,082427,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210524,082431,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210524,104039,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210524,110518,,,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210524,123057,,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210524,125649,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210524,130105,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210524,130222,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210524,181437,,,,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210525,054927,,,,-1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210525,074104,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210426,001714,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210526,183606,,,,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210526,183610,,,,-1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210526,184317,,,,1,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210427,013343,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210527,111032,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210528,062000,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210528,062001,,,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210528,094954,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210429,064530,,,,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210429,064535,,,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
,,,,,,,,1,,,20210429,201355,,,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210531,123630,,,,1,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
,,,,,,,,1,,,20210531,230038,,,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
